Protein A	Protein B	T	S	uncertainty
Q96FI4	P0C5Z0	0	0.47125763	0.9966955
Q04864	Q8WWB5	1	0.590836	0.9669953
P49711	Q8IWL3	0	0.35893738	0.9204053
P25208	Q14657	1	0.59515226	0.9637842
Q6PJQ5	O00409	1	0.64292675	0.91828775
Q9P0M6	Q13951	0	0.5879751	0.9690415
P07360	Q9BV94	1	0.65383285	0.9053418
Q9H1C4	Q8WVX9	1	0.6413748	0.92005265
Q8NCJ5	P07199	0	0.5383917	0.9941043
P61513	Q9UBW7	0	0.64265835	0.91859436
Q92905	Q96Q07	1	0.4667716	0.9955835
Q96EB6	P61247	0	0.59853107	0.9611665
Q9Y3S2	Q8TDD1	1	0.7386404	0.77220297
P54253	Q92993	1	0.6692093	0.88547283
O00391	Q9Y3E2	0	0.66340953	0.8931893
Q9UPY3	Q5T6F2	1	0.5913197	0.96664286
Q9NWM3	Q9NR09	1	0.5140111	0.99921477
Q8TAZ6	P17987	0	0.28701213	0.8185447
O00566	Q96MU7	0	0.82563704	0.5758421
Q9NPI1	O15498	0	0.11662549	0.41209593
Q9BUQ8	Q9NVH1	0	0.19472359	0.6272252
Q07325	Q49AN0	0	0.43977228	0.98549056
P54707	O00422	0	0.40957645	0.9672944
Q8IWL3	Q9HD34	1	0.77101636	0.70620054
Q04941	P60983	0	0.38251406	0.9447882
Q9NX58	Q9UIH9	0	0.33385512	0.88958347
O60266	Q96SK2	0	0.67620385	0.87580884
Q8NCK7	Q86X95	1	0.14875616	0.5065111
Q9UJX6	Q9NR09	1	0.40194198	0.96153843
P00403	Q8N4H5	1	0.7168399	0.81192183
Q9NWS0	Q16795	1	0.42496017	0.9774761
Q16842	Q7RTS1	0	0.3212051	0.8721295
Q8NHQ9	Q9C0C9	0	0.51393867	0.9992229
P62750	Q96MU7	1	0.7964842	0.64838856
Q5T750	Q5T3I0	0	0.4492566	0.98970044
Q9NXR8	Q12952	0	0.526929	0.99709934
O60503	Q12952	0	0.17603065	0.58017546
P78556	P13501	1	0.77586776	0.69558793
Q13630	Q3SXM5	0	0.40943038	0.9671886
Q04837	Q68E01	1	0.21969472	0.6857158
Q01664	O14497	1	0.55182046	0.9892586
P43115	P15822	0	0.29930475	0.8388857
P40692	P15336	1	0.58671665	0.9699209
P30556	Q05516	1	0.22817342	0.70444125
Q9BYV9	P46663	0	0.3013977	0.84222853
Q96JM3	Q96EY9	0	0.49747366	0.9999745
Q9GZP4	Q9H8E8	0	0.23683964	0.72298646
Q92905	Q9NWH2	0	0.4398846	0.98554456
Q9BUQ8	Q99856	1	0.57488817	0.9775671
Q9H3N1	O43286	1	0.71136105	0.82130605
P41002	P23396	1	0.3844772	0.9466179
P35414	P54707	1	0.51832837	0.9986563
Q96LL9	Q9UIG0	0	0.15516245	0.52434826
P67870	Q08380	0	0.31344742	0.8607925
Q86Y39	O75251	1	0.8990273	0.3631089
Q15274	O60756	1	0.55729467	0.9868693
P35268	Q9GZR7	1	0.8309207	0.56196594
P49711	Q13642	0	0.58650434	0.970068
Q5H9S7	Q96LX8	0	0.4001641	0.9601311
P49407	Q96DG6	1	0.5358085	0.994871
Q9BPU9	Q9H6L2	1	0.56853944	0.9812094
P03905	Q9Y6Q9	0	0.45078462	0.9903114
P54277	Q96P70	1	0.62604105	0.9364546
Q8N239	P78371	1	0.44028872	0.9857383
Q9H0W5	Q9UHB6	1	0.42942044	0.98007405
Q16795	Q86Y39	1	0.859611	0.48271978
P46013	Q9NRX2	1	0.5495134	0.99019367
Q9NR30	Q9BZQ6	0	0.19334814	0.6238585
Q5JUK2	Q99707	1	0.44730243	0.98889184
O43759	O95251	0	0.30375832	0.8459568
O43676	Q8WUY1	0	0.71154755	0.8209905
Q7L2E3	P56556	1	0.40314054	0.962473
Q92785	Q96EC8	0	0.08445664	0.30929485
P39019	Q6PEX3	0	0.34570768	0.90477556
Q15532	Q96JS3	0	0.5328368	0.995687
O14625	O75467	0	0.394569	0.9555372
Q5BKZ1	O00716	0	0.39057773	0.9521071
Q9C009	Q9H0C1	0	0.4231137	0.976354
Q86WC4	Q9NRC8	0	0.29319695	0.82893
O95600	P06454	1	0.41648477	0.97210085
Q5JXX7	P26678	1	0.56169313	0.98477584
P57678	P49368	1	0.49110118	0.9996833
P49711	P60002	0	0.6951019	0.84774095
Q9UBS3	Q93063	1	0.4259344	0.9780571
O15354	Q9NWH2	0	0.71293175	0.8186403
Q15022	Q7Z2T5	1	0.68429655	0.86413914
Q9BUZ4	Q8NCA9	1	0.6168649	0.9453704
Q6ZNB6	P18621	0	0.6900041	0.85559374
Q5VU57	Q8NFD5	0	0.35956812	0.9211155
Q9BYV9	Q6IPU0	1	0.48380536	0.99895096
P01106	Q96HR9	0	0.27105725	0.79034084
P62805	Q4W5G0	1	0.6202765	0.94213426
P86480	P16401	0	0.57070655	0.98000234
Q15041	Q9NR28	1	0.68654794	0.8607995
Q9ULM3	Q99459	1	0.56408495	0.9835725
Q92583	Q9Y3C7	0	0.38057727	0.9429529
Q08462	Q96K58	0	0.25723618	0.7642629
Q6ZN55	Q92905	0	0.5071515	0.99979544
Q8WWU5	Q9H6K4	0	0.39583528	0.9565988
Q9BUQ8	Q8NHQ9	1	0.8797282	0.42322597
O75475	Q01201	0	0.43873444	0.9849862
Q3SXZ7	P78371	1	0.38777968	0.9496263
Q9NV12	P09622	0	0.3229571	0.87462324
Q9Y3S2	Q96BK5	1	0.67770594	0.8736824
O75396	P25490	0	0.13627918	0.47082868
Q9UIG0	Q5T6F2	0	0.50911725	0.9996675
Q8IY34	Q9NUD5	0	0.14364453	0.4920431
O15467	P46092	1	0.5679693	0.9815207
O75306	P08195	0	0.37313586	0.935622
Q9H5J0	Q9HAH1	1	0.557276	0.98687786
Q96M98	Q71U36	1	0.3318227	0.88686556
O95711	Q9Y5Z0	0	0.77698064	0.6931269
Q9NZC7	O75444	0	0.35955518	0.92110103
Q99832	Q7KZN9	0	0.4923419	0.99976546
P49715	O43524	0	0.41470885	0.97090167
P0C5Z0	Q49A26	1	0.48903105	0.9995187
P14854	Q9Y3D7	1	0.22694132	0.7017558
Q96B49	P49281	1	0.8192072	0.5924271
O75165	Q9Y483	0	0.2762619	0.799765
Q8TBP5	Q6AI08	1	0.39209127	0.95342284
Q8N6M0	Q96FW1	1	0.6570168	0.90138286
P05026	P46663	0	0.646078	0.9146449
Q6PJQ5	Q969U7	1	0.559053	0.98605096
P25490	Q5VYS8	0	0.71023667	0.8232022
Q96QT6	Q9NVM6	0	0.62411684	0.93838006
O95786	Q9Y6H6	1	0.28554505	0.8160363
Q99714	P46782	0	0.34977645	0.9097315
O60885	Q9ULU4	1	0.7616832	0.72608757
Q8N720	Q9Y3S2	1	0.5675307	0.9817584
O14497	Q8N661	0	0.34754178	0.90702593
Q7L2E3	P15923	0	0.52312297	0.9978613
P61086	Q9BZS1	0	0.53396136	0.9953865
Q69YH5	O00716	0	0.45264044	0.99102837
Q92499	P60201	0	0.26642781	0.78177613
Q9H8T0	Q08462	0	0.43820393	0.984725
O60885	Q5T3I0	1	0.5487284	0.9905022
Q969J2	P49327	0	0.49349758	0.99983084
Q5T749	Q32P28	0	0.43428183	0.9827245
Q16763	P62280	0	0.23814067	0.72571874
P54253	P78563	0	0.6557033	0.9030259
P30989	P56385	1	0.56937134	0.98075044
Q04609	P23396	1	0.25893947	0.7675593
Q92620	Q9H0C1	0	0.29921982	0.83874923
Q16795	Q13206	0	0.3848885	0.94699734
P35244	Q92499	1	0.57944375	0.97475475
Q9NWS9	O75909	1	0.5946559	0.96416104
Q9BRQ0	O00230	0	0.32423255	0.8764232
Q8WZA1	Q9BXU0	0	0.16442597	0.5495603
Q99612	Q12830	0	0.48235622	0.99875486
Q9H5V7	Q9NR12	1	0.7086351	0.8258856
O95994	P61970	1	0.25806224	0.7658645
Q9H0W5	Q8IX01	1	0.5576585	0.98670197
O15304	Q9NWS9	1	0.63005936	0.93233824
O43396	P48735	1	0.26539502	0.77984196
P38117	Q99707	0	0.6457113	0.91507286
Q96P70	P49407	0	0.35802406	0.9193713
Q13330	Q63HK5	1	0.6463088	0.91437495
P35244	Q14191	1	0.49073946	0.999657
Q9Y581	P01106	0	0.45036218	0.9901443
Q04941	Q86WC4	0	0.56495917	0.9831212
Q96C00	O43167	1	0.72277766	0.8014805
Q5T4S7	Q6P4A7	0	0.42055398	0.9747533
O43918	O75629	1	0.34209555	0.90026474
O75695	Q9UBB5	0	0.5098278	0.99961364
O75683	Q7L2E3	1	0.6286719	0.9337742
Q9UBX1	Q9Y6A9	1	0.61173445	0.9500617
Q6UXA7	Q9BT73	1	0.4909216	0.99967027
Q99519	Q8N6T7	0	0.31978595	0.8700916
Q5JRM2	Q8WZA1	1	0.4219766	0.9756494
Q8NHQ9	Q6ZSS7	0	0.24004619	0.72969604
P46013	Q9BRG1	1	0.46177784	0.9941563
Q9H2K0	Q9H0U6	1	0.931754	0.25435397
P02724	Q92830	0	0.18625611	0.6062591
Q96KC8	Q6NUQ1	1	0.4221951	0.9757857
P54253	Q96HA1	1	0.5084785	0.99971247
P62805	P06746	1	0.5072925	0.9997873
Q8TAK6	O95273	1	0.4013168	0.9610465
Q96IK5	P17987	0	0.52356553	0.99777865
O75556	Q16394	1	0.49417496	0.9998643
P13010	O75444	0	0.3852284	0.9473099
P55000	Q5H8A4	1	0.39747432	0.957954
P18621	Q9NRX2	1	0.84299326	0.5294225
P57678	Q5JTC6	0	0.30007353	0.8401177
Q9NR30	P01303	0	0.3908982	0.95238715
Q6IBW4	Q96M98	0	0.4453877	0.98806995
Q9UL12	O94762	0	0.2400607	0.72972625
Q6NZY4	P07305	0	0.5330392	0.99563366
P49023	Q8N8B7	1	0.6454712	0.9153525
P82912	P82650	1	0.8566625	0.4911674
Q75WM6	Q96ME7	1	0.59176815	0.96631444
O76003	P23025	0	0.32463223	0.8769846
P16401	Q8IWL3	0	0.33939353	0.8968223
O14530	O95251	0	0.7024121	0.8361173
Q8IZU0	Q8NDX9	0	0.4227915	0.97615546
Q9NUH8	Q92982	1	0.64737046	0.9131278
P02786	Q9NR77	0	0.4496211	0.9898479
Q9HBM0	Q13520	1	0.693884	0.84963596
Q8TF50	Q92993	1	0.6082101	0.9531623
Q7L5N1	Q8IY92	0	0.5156443	0.999021
A8MW92	Q9UBB5	1	0.5292142	0.99658614
Q99832	O15534	1	0.28197685	0.8098636
O95994	O75223	1	0.31516287	0.8633409
O75190	O14901	0	0.5634776	0.98388237
Q9BUQ8	P78347	0	0.7896494	0.66441286
Q92499	P16401	0	0.6109624	0.9507494
Q9Y3I1	Q96M98	1	0.42303005	0.97630256
P41002	Q8WXI9	1	0.5518259	0.9892563
Q03135	Q9BUQ8	0	0.1036573	0.37164986
Q9UBL3	Q96BW9	0	0.26472673	0.7785859
Q7L2E3	O14530	0	0.7213731	0.8039758
P59991	Q7Z7N9	1	0.5431311	0.99255884
Q8N6N3	O43156	0	0.40730846	0.9656331
O95427	Q9UQR1	0	0.14460495	0.49477744
P13667	P49411	1	0.709225	0.8248996
Q5T3I0	Q9Y316	0	0.31655225	0.8653877
Q68E01	Q71U36	0	0.489288	0.99954104
Q8NAC3	Q9BU23	1	0.704965	0.8319574
Q9Y4H4	O95260	1	0.3916498	0.9530409
O75251	Q8N4H5	1	0.5889709	0.9683367
O15446	Q96DT7	1	0.572221	0.9791365
Q9NPI1	Q9ULX6	1	0.66497195	0.891137
Q8IV20	Q6ZP80	0	0.34994814	0.90993774
Q5BKX6	Q9BRG1	1	0.09577279	0.34640145
Q14197	Q9UI09	1	0.8212158	0.58728164
Q9NX58	Q8IYB8	0	0.5392499	0.9938378
P35244	P49916	1	0.5193076	0.9985089
P01308	O95260	1	0.40519968	0.96405166
P36544	P62701	0	0.30251855	0.8440043
Q8IZU0	Q96G42	0	0.5001306	0.99999994
P21815	Q8IWV8	1	0.36413676	0.9261647
Q9H0R8	Q9UH92	1	0.48335186	0.9988914
Q92576	Q6ZSS7	0	0.1901694	0.61601996
Q8NHQ9	Q9H2U1	1	0.79650927	0.648329
Q7KZN9	Q16795	1	0.8825027	0.41476682
Q6N075	P51636	0	0.6969808	0.8447943
Q00796	Q92508	1	0.18938369	0.61407
Q16649	P18621	0	0.5239186	0.9977116
O95786	Q96HE7	1	0.2519265	0.7538381
Q969R5	Q96KA5	0	0.13991748	0.4813623
Q9Y483	Q8TAC1	0	0.38622773	0.9482235
Q9BVJ6	Q92560	0	0.4020354	0.9616118
Q9H1X3	Q08380	1	0.4713434	0.9967152
P16401	O15403	1	0.35720977	0.91844374
Q9UIH9	P10070	0	0.73213714	0.7844494
Q16637	Q8IVA1	0	0.4756693	0.99763215
Q7L014	P46013	0	0.56000346	0.9855983
P26373	Q9GZP4	0	0.3050853	0.8480331
Q9Y3S2	P16615	1	0.33496475	0.89105344
P43681	P55197	0	0.1771668	0.5831149
Q9HB58	Q8TAE8	1	0.20855418	0.6602374
P54707	Q8TCT7	0	0.79979897	0.6404823
P54253	Q96B42	0	0.19461411	0.62695783
Q96Q45	Q8TDT2	1	0.71903574	0.80809337
P15144	O75396	1	0.73467594	0.7797088
Q15853	Q96KC8	0	0.19815202	0.6355512
Q9Y483	P13232	0	0.32414585	0.8763013
Q16740	Q99714	1	0.74277234	0.76424634
Q3KNW5	Q9P2R6	0	0.16114403	0.5407065
Q96HE9	P61313	1	0.34087783	0.89872056
Q96QT6	Q96GC6	0	0.66025746	0.8972702
O60885	Q9HB58	1	0.33508345	0.8912101
Q9BV40	O60884	0	0.38324678	0.94547474
Q49AN0	Q8TDD1	0	0.47937357	0.9982982
Q7L2E3	P82912	0	0.5428972	0.9926393
Q16581	P61244	0	0.2397889	0.7291608
Q9H0W5	P05026	1	0.30613187	0.84966063
Q15532	Q9NPI1	1	0.4383107	0.9847777
Q7Z4V0	O00422	0	0.5210746	0.9982234
Q9NZL9	Q969Q0	0	0.49680224	0.9999592
O75376	P51809	0	0.14892186	0.50697654
Q12905	O43823	0	0.5601071	0.98554856
P62280	Q9BUK6	0	0.24682057	0.7436007
Q15916	Q96IW7	0	0.3089776	0.85404176
Q96N64	Q96DZ7	0	0.11134458	0.39578786
Q92905	O95139	0	0.253904	0.7577471
Q9NWT8	P61247	1	0.56423795	0.9834939
Q96MU7	O75379	0	0.1018739	0.36598244
Q53EQ6	Q9UL63	1	0.48837304	0.99945927
Q9H0W5	P08195	1	0.45234936	0.9909177
P04844	P16615	1	0.8175349	0.5966863
P50461	Q969S0	0	0.26282528	0.77499264
Q99445	Q5T4S7	1	0.40749586	0.9657719
Q96HC4	P78347	0	0.31338865	0.86070484
Q9Y2U9	Q9H582	0	0.4764526	0.99778205
Q9C0K0	P34969	0	0.2513775	0.7527474
Q9NWS0	P35270	1	0.51990736	0.9984148
Q96SK2	Q9BV94	0	0.70821273	0.8265898
P62805	Q12948	1	0.36050078	0.92215985
Q9NWS0	O43918	0	0.48006782	0.99841076
P0C7P0	Q9Y3E5	1	0.84237605	0.5311146
P38919	Q9H7N4	1	0.66326374	0.8933798
Q8N6T7	P55265	1	0.5014827	0.9999912
O95994	Q9H0G5	0	0.18110804	0.5932317
Q9H116	Q6NXT6	0	0.19258456	0.621983
O15446	Q92620	1	0.6211592	0.9412818
P62805	O95243	1	0.40919903	0.9670208
O95786	Q9NWT8	0	0.28587347	0.8165993
Q8WVK2	Q2TAL8	1	0.5749318	0.9775409
Q96HE9	O14497	0	0.37845397	0.9409062
Q9UGI8	Q9UBB5	0	0.7293542	0.7895866
P48643	Q99832	1	0.80733	0.62219304
Q12857	P62280	1	0.57943314	0.9747615
Q9Y4A8	Q13520	0	0.4381891	0.98471767
Q969T4	Q9HBM0	0	0.26917738	0.78688365
P30556	P34995	1	0.6160305	0.9461477
P08047	Q9BXW3	1	0.47310182	0.9971059
O60885	Q8NCA5	0	0.7006242	0.8389997
O94817	Q7LFL8	0	0.49886462	0.99999475
O15218	P54259	0	0.41082245	0.9681895
O15409	Q12906	0	0.613446	0.94852
Q16587	Q9NTI2	0	0.1976929	0.6344417
Q9BX68	Q16795	1	0.9214973	0.28936017
P35244	P51946	1	0.575769	0.97703624
Q96C86	O75475	1	0.37715337	0.9396348
P62857	Q6NUN9	0	0.5437841	0.9923318
Q8N6T7	O95625	1	0.8161578	0.60017693
Q96KR1	Q5T3I0	0	0.66974056	0.8847526
Q96I36	O60220	1	0.70166886	0.83731866
O60885	Q9NWS8	0	0.17459816	0.5764546
P63279	P11161	1	0.47417322	0.997332
Q8N567	Q96KR1	0	0.7652496	0.7185706
O60927	P24863	0	0.5852303	0.9709432
P50991	Q86SX6	0	0.7061732	0.8299705
O15014	Q16649	0	0.67217445	0.88142383
Q96N21	P51800	1	0.48864514	0.99948424
Q99707	Q8WXI9	0	0.27149078	0.7911341
Q96MN9	Q6NYC8	0	0.6254428	0.9370564
P42766	P62847	1	0.8630129	0.4728865
Q13371	P19447	0	0.49491638	0.99989665
Q9UKX7	P18583	1	0.64149725	0.9199141
Q6ZV77	Q02383	1	0.44356242	0.98725927
Q8WUW1	O75506	1	0.62360007	0.93889207
P40429	O75569	1	0.33509588	0.89122653
P67870	Q6UVY6	1	0.20786437	0.6586271
Q8TBC5	P48507	0	0.36207741	0.9239094
Q9NX58	Q13206	1	0.8207463	0.5884872
Q13520	P41002	0	0.27878198	0.8042503
O95786	Q8IY21	0	0.61268204	0.949211
Q99909	Q8NBB4	1	0.6072443	0.95399463
O43615	Q9NRH3	0	0.4599072	0.9935703
P61513	Q8TDD1	0	0.85882795	0.48497
Q9Y5U9	P46782	0	0.17864992	0.58693653
Q8NFD5	O15198	1	0.4082234	0.96630824
P05388	Q9Y2Z2	0	0.31682116	0.865782
Q13405	Q14241	0	0.25709182	0.7639825
Q15326	O75643	1	0.751617	0.74675554
Q8NDX5	Q14592	0	0.62633485	0.936158
Q86YP4	Q13330	1	0.7003954	0.83936673
Q96IW7	Q9UBK5	1	0.72175217	0.8033039
P10809	O14639	0	0.22275747	0.69254637
P08173	O60885	0	0.24905433	0.7481051
Q96M98	P40227	1	0.37178588	0.9342446
O15382	Q9NPI1	0	0.23318821	0.7152459
P01106	Q9UQR0	0	0.5528054	0.98884636
O75251	Q8NCN5	1	0.91381294	0.31503543
Q8NHZ7	O95786	0	0.37944934	0.9418701
O94761	Q9NVP1	0	0.5675362	0.98175544
O15467	P19404	0	0.27988374	0.8061953
Q86VZ6	Q9H0W5	0	0.45756125	0.9927958
Q8WZA1	P32314	0	0.20222805	0.64532745
Q03135	Q86YF9	1	0.18441793	0.6016318
Q9P0S3	Q8NFB2	0	0.79287523	0.6568964
Q8IW45	Q6ZNB6	1	0.47817588	0.99809486
P53384	Q8IWS0	0	0.38406044	0.9462321
P01106	O60832	1	0.6376643	0.92419416
Q8N5U1	O60266	1	0.5302652	0.99633604
P01308	Q9NXA8	1	0.499703	0.99999964
P10176	P01106	0	0.3773084	0.93978715
Q3KNW5	P47914	0	0.19349441	0.6242173
Q86U44	P62263	1	0.6745918	0.87807083
P28222	P56385	1	0.5093776	0.9996482
Q16739	Q8N123	0	0.28335452	0.81225896
Q9NWS0	Q9NP92	0	0.50696695	0.99980587
O95793	P60002	0	0.485117	0.99911404
O43741	P62899	0	0.18946572	0.61427385
Q9NUH8	P67870	0	0.36518818	0.9273031
P18621	Q9H2U1	1	0.7558199	0.7382247
P14635	Q13404	0	0.4425896	0.9868161
Q8IXK0	P39019	0	0.52147466	0.99815536
Q8NCK7	P02786	1	0.7677636	0.7132106
P07199	Q9Y4X4	0	0.44267246	0.98685414
Q8TAE8	P50990	0	0.583158	0.972339
P05388	Q49A26	1	0.50624156	0.9998442
Q96B77	Q8N5M9	0	0.6512365	0.9085101
Q9NW75	Q8TAD4	0	0.19455528	0.6268141
P46019	Q16763	1	0.48566827	0.99917835
O94955	Q9GZT9	1	0.55797696	0.9865547
Q16236	Q12906	0	0.6816358	0.86803377
P35270	P09960	1	0.6309499	0.93140846
Q9BZS1	Q96EB6	1	0.5385134	0.9940669
P47914	Q7Z7N9	0	0.22523846	0.6980244
Q96MX3	P54132	0	0.5529935	0.9887668
P63241	Q86XP3	1	0.6465556	0.9140858
O95786	Q9UPY3	1	0.71723175	0.81124145
O95619	Q9H0E9	1	0.60643226	0.95468867
Q9H1A4	Q13253	0	0.44210482	0.9865926
Q96AT9	P37837	1	0.60187745	0.95848393
O15446	P0DI81	0	0.24870312	0.7473995
Q13404	O00487	1	0.3173452	0.8665489
Q9NY28	Q9Y2E8	1	0.7360438	0.7771333
Q9UL40	Q9BRJ6	1	0.60299903	0.9575648
P56645	O15516	1	0.6731635	0.88005763
Q14145	O75909	0	0.47419125	0.9973356
Q96B77	Q8WXX5	0	0.21499158	0.67508084
Q9C0J9	Q9NY35	0	0.18391566	0.6003628
O14863	P38919	0	0.23965068	0.72887295
P10809	Q8WWV3	1	0.7972013	0.6466856
P0C7P0	O75947	1	0.2763746	0.79996675
Q99707	P15336	0	0.51740986	0.9987876
P15172	Q92560	1	0.41829523	0.9732973
Q8WY22	Q9UJA5	0	0.103182636	0.37014392
Q05639	Q9UKT9	0	0.40708897	0.96547014
Q96EY1	O96000	1	0.78075147	0.68471444
P10809	Q04837	1	0.7107686	0.8223064
Q99814	Q9P2Y4	0	0.59579736	0.96329147
Q9ULD4	Q14188	0	0.49427372	0.9998688
P0C5Z0	O43167	1	0.5110356	0.99951285
P62847	Q9NVU7	1	0.88173425	0.41711584
P01106	O75419	1	0.56114036	0.9850474
Q8N2G8	O75643	0	0.2618847	0.7732044
Q99832	Q14592	0	0.38881353	0.9505503
Q5T4S7	Q7L7V1	0	0.440658	0.9859142
O15321	P10606	0	0.41750744	0.97278
Q9HBJ0	Q9UGP5	0	0.46092317	0.99389195
Q96IJ6	Q93052	1	0.2377178	0.7248322
Q04837	Q9UBW7	0	0.3174344	0.8666792
Q9H1C4	Q9NS73	0	0.1815851	0.59444785
O43257	A8MW92	0	0.6109545	0.9507564
Q9Y3D5	P13987	0	0.27239597	0.79278564
P07737	Q96EL3	1	0.4305783	0.9807225
Q86V15	P19544	1	0.6556888	0.903044
O95274	Q96AA3	1	0.76025194	0.72907573
Q9UIH9	Q969R5	1	0.6691431	0.8855625
P41182	Q92993	0	0.66200215	0.8950212
Q92785	Q14973	0	0.14701115	0.50159544
P35269	Q14202	0	0.62486476	0.9376352
O95994	P50991	1	0.75232875	0.7453208
Q9BQ15	Q96ME7	0	0.5568173	0.9870872
P35414	P62750	0	0.24762784	0.7452332
Q96RL1	P54132	1	0.66189486	0.8951602
P62701	Q8WW12	0	0.6589787	0.8989031
Q9NR12	Q9NPD8	0	0.6736667	0.8793595
Q8IV16	Q9Y3E5	1	0.6764044	0.87552595
Q8N2G8	P32302	1	0.5472927	0.9910536
Q96DV4	P42166	0	0.2576983	0.76515955
Q16831	Q96KM6	0	0.4335759	0.9823514
P10176	Q9UPP1	1	0.1705797	0.5659291
Q8N5M9	Q9P086	0	0.26031405	0.7702026
Q3V5L5	Q9Y657	0	0.40763965	0.9658783
Q9UQ35	P10809	1	0.347933	0.90750253
Q6P1X6	P46782	0	0.347452	0.9069164
Q8N680	Q96MU7	1	0.6486633	0.9115969
Q8NEW0	Q9NP80	0	0.48892024	0.99950904
P63279	Q8WWZ3	1	0.6495074	0.9105902
Q16581	Q9NWS8	1	0.62476844	0.9377313
Q8IZ57	Q00403	0	0.21570991	0.67671657
P62280	P63220	1	0.3529935	0.91355634
Q8WXI9	Q05952	0	0.5767485	0.9764387
Q9NQ50	P61247	0	0.52718055	0.99704486
P49711	O14880	0	0.34867346	0.90840113
P49711	O43927	0	0.3957306	0.95651156
Q9UGP8	P10809	0	0.58651847	0.9700582
P13284	Q96JB2	0	0.3726779	0.9351563
P01308	Q9BUQ8	1	0.26832134	0.78529996
O95715	P49789	0	0.56137204	0.9849339
Q9UKX7	Q9BT73	0	0.46214855	0.9942691
O94761	P59998	1	0.5877094	0.9692282
Q9H5V7	P33552	1	0.508316	0.9997234
P01100	Q9NPA3	1	0.43766358	0.9844567
O95251	P10809	0	0.32029176	0.8708198
O00487	Q9UBW7	1	0.30349645	0.8455454
Q6NXT4	P15336	0	0.30312365	0.84495884
Q6P5X5	Q52LG2	1	0.47171575	0.9968
Q96BK5	P07737	0	0.3250208	0.8775291
Q86VZ1	P49768	1	0.6025962	0.95789605
Q969F8	Q99459	0	0.23625416	0.7217525
Q12906	Q96DV4	1	0.36146188	0.92322874
Q9Y3E0	P13987	1	0.71916753	0.8078624
P21675	P62851	0	0.77458537	0.6984115
O75376	Q16740	0	0.26693368	0.7827204
Q7Z7K2	Q96MX3	1	0.65953743	0.8981912
P41182	Q9ULU4	1	0.604045	0.9566986
Q8WXI9	Q86T24	1	0.59802294	0.96156603
Q9UPC5	Q9UJV9	0	0.245619	0.7411612
Q12857	Q6EMB2	0	0.5698359	0.9804918
Q9UI95	Q9Y2X9	1	0.38375577	0.9459491
P50539	Q9UHF7	0	0.6594035	0.8983621
O75564	P23763	0	0.15237434	0.51662564
O15372	P67870	1	0.5070186	0.99980295
Q9NX04	O94761	0	0.5084198	0.9997164
Q9UBK5	Q2VPB7	1	0.29858002	0.8377199
Q8N680	Q9Y3I1	0	0.528198	0.9968195
Q8N6L1	Q8TAD4	1	0.77283007	0.702255
Q9NR28	O60220	1	0.7348764	0.77933234
Q3KQV3	Q8IYB8	0	0.40527445	0.9641083
Q92841	O00398	0	0.21507767	0.6752771
Q8TDD1	Q9Y618	0	0.43523437	0.98322165
Q969R5	P62750	0	0.5160674	0.99896735
O95786	P17987	0	0.3172699	0.8664388
Q9BQ15	Q9BYS1	0	0.47406453	0.9973094
Q86SR1	Q8IXB1	0	0.7244546	0.7984806
Q9Y3E5	Q96BZ8	0	0.087748446	0.3201946
Q15428	Q08211	1	0.60217965	0.9582373
A8MW92	P61073	0	0.22078975	0.68816656
Q9NXR8	Q16763	1	0.51047844	0.99956083
P57678	Q9Y3C8	1	0.28084788	0.80788934
Q96JP5	Q9NZC7	0	0.26910415	0.78674847
Q9UBB5	Q9C002	0	0.21332939	0.67127985
P10244	P24385	1	0.6140121	0.94800496
Q92522	Q13330	0	0.63187283	0.9304382
Q92841	P49711	1	0.6600243	0.89756894
O75376	Q8IWL3	1	0.23281424	0.7144471
Q9Y2Q3	P18621	0	0.33173078	0.8867419
P01591	P51685	0	0.46257004	0.9943959
P62263	P18621	1	0.740593	0.76846
Q92618	Q15042	0	0.47774032	0.9980181
Q16568	P18146	0	0.3566891	0.91784793
Q16650	P54253	1	0.7619272	0.7255766
Q03135	P14854	1	0.32331595	0.87513095
O60888	Q8WUP2	1	0.3277586	0.8813316
Q49A26	Q15562	0	0.48548388	0.99915713
Q86UK7	Q13330	0	0.70518416	0.83159786
Q9H7F0	Q9NXF7	0	0.34781852	0.90736324
Q9Y3S2	Q86YP4	1	0.5981515	0.9614651
O75556	Q9NZV5	1	0.5697356	0.9805478
O15218	P04920	1	0.65699327	0.9014124
Q9Y6Y8	O75444	0	0.48266858	0.9987985
Q92793	Q86UP3	0	0.60137224	0.95889467
O15467	O43927	1	0.7076856	0.8274668
P50991	Q9UI09	0	0.5568163	0.98708767
Q9BRJ6	P43115	0	0.30903563	0.8541304
P15144	Q13217	1	0.49229845	0.9997627
Q9UBK5	O15488	0	0.47214958	0.99689734
P54259	P07741	0	0.43445283	0.98281425
Q15544	O95600	0	0.5661712	0.9824855
Q9NP55	Q9H211	0	0.33507505	0.8911991
P62888	Q12830	0	0.5848599	0.97119516
Q15084	Q8NH61	1	0.5249036	0.99751925
Q96MX3	P62424	1	0.6693283	0.8853117
Q9Y394	P18621	0	0.10759465	0.38407215
Q14197	Q9NQ50	1	0.89326966	0.3813559
Q9NVU7	Q9NXF7	0	0.59274286	0.96559507
P18847	Q92993	1	0.6137857	0.94821125
