Protein A	Protein B	T	S	uncertainty
P25791	Q9UQR0	0	0.601562	0.9587406
Q96EL3	O95786	0	0.5255731	0.9973841
Q8N1F7	Q56NI9	0	0.28999215	0.8235868
P22466	Q3SXM5	1	0.79765797	0.64559895
Q92993	P46782	0	0.5513759	0.98944205
Q9UGP4	P14635	0	0.4944557	0.99987704
O14880	P30519	1	0.65098155	0.9088183
Q9HBX9	Q8N1G0	0	0.40790153	0.9660715
P16860	Q9NS00	1	0.7203333	0.805813
Q8N720	O15156	0	0.2796109	0.8057146
O94766	Q9NX58	0	0.32329714	0.8751044
Q5F1R6	P62424	1	0.73341274	0.782074
P25440	O75151	1	0.5622154	0.984517
Q04837	Q99714	1	0.6975792	0.84384984
P01106	Q9HBR0	0	0.3793844	0.9418075
O43889	Q70SY1	1	0.38362935	0.94583154
Q9Y3I1	Q96JM2	1	0.38925174	0.95093936
Q14697	Q9UL40	0	0.42848468	0.97954226
Q8NCK7	P47914	1	0.26200825	0.7734397
P16401	Q5T750	0	0.16014561	0.53799593
Q96HA1	P62899	0	0.4900109	0.99960095
P17861	Q9NS37	1	0.539603	0.99372643
Q96MX3	Q9NVU7	1	0.8647941	0.46770114
P02786	Q96EY1	1	0.66373706	0.8927607
Q9Y2N7	P30519	0	0.41175973	0.9688546
P57086	O95600	0	0.46833313	0.99598885
Q9NRC8	O95625	1	0.36901164	0.9313682
Q8TCN5	Q03135	0	0.21792787	0.68174124
P35270	Q5VUA4	0	0.25536537	0.7606156
P15954	P05388	0	0.5396017	0.99372685
Q9UFB7	Q53GI3	1	0.44207853	0.98658043
P23769	Q92610	0	0.57678115	0.9764186
Q3KNW5	Q96AN5	1	0.6967742	0.84511966
Q99081	P51946	1	0.41385743	0.9703178
Q9NX24	Q99814	0	0.18368557	0.59978074
P62263	Q9H1Y0	0	0.36372986	0.9257218
Q5VYS8	Q9ULU4	0	0.47179535	0.99681807
Q96DV4	Q9BYC9	1	0.56270784	0.98427093
O75569	P62854	1	0.4796763	0.9983478
Q8WXI9	P32239	0	0.072975785	0.27060127
Q9BY14	Q9H582	0	0.30990916	0.8554619
P30968	Q969Q0	0	0.31761602	0.8669444
Q96HE9	P67870	0	0.5222992	0.998011
Q9H7F0	Q14202	0	0.2419868	0.7337167
Q6NZ67	Q15041	0	0.41014507	0.9677044
Q9H2K0	Q16795	1	0.8409137	0.53511137
Q9BUQ8	Q13113	0	0.053775057	0.2035332
Q9Y3S2	Q8TF39	0	0.6158008	0.9463607
O15239	O43676	1	0.7729143	0.7020712
Q9H8H2	O00391	1	0.36988118	0.9322764
P62805	Q5VZL5	1	0.33690432	0.8935992
Q92845	Q969Q0	0	0.3300511	0.8844695
P42166	Q12905	1	0.39935756	0.9594844
P62805	Q9UBR2	0	0.27057928	0.78946453
O94761	Q92665	1	0.522503	0.99797446
Q9BUQ8	Q9NXE8	1	0.6913869	0.8534843
O75569	P03886	0	0.35454643	0.915373
Q5T686	Q5VVJ2	0	0.5561018	0.98741037
Q06136	P08195	0	0.62154704	0.9409053
Q16342	P40227	0	0.43468997	0.98293835
Q9UDW1	Q96LL9	0	0.71839124	0.8092211
Q13304	Q9HBM0	1	0.5378379	0.9942732
P46013	P40429	1	0.7545114	0.74089575
Q8TCT7	O75438	1	0.6564174	0.90213436
P46013	Q9BVJ6	1	0.7303453	0.78776413
P35372	O15342	1	0.80082923	0.6380071
Q6P158	P48506	0	0.53107506	0.9961374
Q96ME7	Q8N661	0	0.32348546	0.87537044
Q6IAA8	Q71U36	0	0.3685213	0.93085337
P15172	Q86TJ2	1	0.5181032	0.9986891
Q96D03	P35268	1	0.42065388	0.9748168
Q96I36	Q16740	1	0.77564174	0.6960865
Q96KC8	Q969S3	1	0.4318961	0.98144746
Q5VUA4	Q8NDX5	0	0.31533518	0.86359566
P29375	P62851	1	0.54862326	0.9905431
Q9UBB9	O14842	0	0.08086996	0.29732004
P08047	P39019	1	0.750937	0.7481225
Q7Z3K3	Q86UK7	0	0.54205954	0.992924
Q9BXP5	O15231	1	0.35339427	0.91402704
Q96FI4	Q9H8H2	1	0.54460144	0.99204284
Q9NZC7	Q3SXM5	1	0.6327935	0.92946357
Q7Z7H8	Q96EL3	1	0.41716796	0.9725554
P40227	Q9HC47	1	0.50880635	0.9996898
Q5T749	Q05952	0	0.40104827	0.96083415
Q8NCC5	P14854	0	0.56353974	0.9838508
P67870	P26373	1	0.4676215	0.9958065
Q04864	Q9NX01	1	0.55120164	0.9895136
O14842	Q9NP92	0	0.71592367	0.81350785
Q96EY1	Q9Y3D7	1	0.64865	0.91161275
Q9Y5P2	Q9UJV9	1	0.6893914	0.85652363
Q8TBP5	Q9H0R3	1	0.6642859	0.89204055
Q14562	Q12872	1	0.6336831	0.9285153
Q14697	Q02383	0	0.4947629	0.99989027
P61296	O43823	0	0.62800515	0.93445873
P27540	Q9UBP5	1	0.50742054	0.99977976
Q69YN2	P62888	0	0.48391786	0.9989655
Q14526	Q8WXX5	0	0.39531195	0.9561617
P26373	Q96N21	0	0.2135667	0.67182386
P49407	Q96HC4	0	0.37486637	0.9373663
P62805	P35268	1	0.49764046	0.99997765
O75792	Q9NWS0	0	0.49984115	0.9999999
P45880	P14416	1	0.14087681	0.48412216
Q8TB52	Q8N0V3	0	0.44146982	0.98629695
Q12952	Q9NRL2	1	0.568231	0.98137814
O00487	O75569	0	0.3872148	0.9491181
O75381	Q96L73	0	0.27287617	0.7936591
P25440	P78563	0	0.61210275	0.9497319
O43759	Q92685	1	0.7957491	0.6501298
O43167	Q9Y2X9	0	0.5226039	0.9979563
P38117	Q96IK5	1	0.28385165	0.8131196
Q8N680	O95793	1	0.62192994	0.9405323
Q9GZR5	P23763	1	0.45150393	0.99059254
Q9UPY3	P10809	1	0.38013795	0.9425324
Q16795	P04844	0	0.8265024	0.5735848
P01106	P25208	1	0.57160956	0.9794883
O00626	P32248	1	0.59821606	0.9614144
Q96BK5	O60888	1	0.30406356	0.84643567
P17568	P13807	1	0.33517742	0.89133406
P49715	P13010	1	0.59481895	0.9640375
Q6IAA8	Q8WY22	0	0.6728731	0.8804596
Q15005	Q9C002	0	0.6755109	0.8767837
Q9NR12	O14639	1	0.55604875	0.98743415
Q9Y5U9	O60503	1	0.56509626	0.9830499
Q9Y2K1	Q13304	0	0.082595035	0.3030924
O94761	P17987	1	0.63063014	0.9317431
Q9NR33	Q9NS73	1	0.5237816	0.99773777
P26373	O15446	0	0.46523342	0.9951651
O15209	O95365	1	0.68020177	0.8701093
P49356	Q9GZP4	1	0.48910412	0.99952507
Q53GI3	Q96EY1	0	0.52296275	0.99789083
P55317	Q6IQ32	0	0.7475457	0.7548845
O14734	P51946	0	0.54512274	0.99185574
P08151	Q12906	1	0.7453244	0.7592638
P47710	Q96M94	1	0.45111394	0.9904406
P59991	Q9UK58	1	0.42234874	0.9758811
P35610	Q14697	1	0.68205166	0.8674288
Q6IQ32	Q5JXX7	0	0.34794602	0.9075183
Q9UK53	O14497	1	0.5252526	0.9974492
Q9NXV6	Q8IYD8	1	0.42143482	0.97531
Q9UL40	O95793	1	0.38477722	0.9468949
Q86YN1	Q8N680	0	0.15661067	0.5283351
P01584	Q9NT62	1	0.4802288	0.99843645
P62805	Q8IWS0	1	0.33590382	0.89228976
Q14197	O43615	1	0.796704	0.64786696
O14960	Q96E35	1	0.6202963	0.9421152
Q06136	Q9Y450	0	0.41164523	0.9687737
Q12792	Q8TDL5	1	0.3607803	0.9224715
P62857	Q9BT73	0	0.6760411	0.8760381
Q8IYD8	P46013	0	0.35252047	0.91299915
Q92611	Q9BZQ6	1	0.6687736	0.8860619
Q99757	Q9UI26	0	0.6692096	0.8854724
Q6IAA8	P51809	1	0.5393259	0.9938139
Q09161	Q15477	0	0.51066965	0.9995446
O00716	Q9Y3I1	0	0.5027777	0.9999691
O43741	Q9UKT9	1	0.47516865	0.9975336
Q9UN42	Q8N6G5	1	0.6067965	0.954378
P62899	P57071	1	0.34423357	0.9029473
Q7L5N1	Q9BYV9	1	0.25907958	0.7678294
P35372	Q13569	0	0.5636175	0.98381126
Q6N075	P49411	0	0.62339973	0.93909
P55317	P06744	1	0.6712719	0.8826637
P36969	Q9BY14	0	0.30133155	0.84212345
O95273	Q9UGP5	1	0.4340808	0.9826186
Q9P2Y4	Q9HBM0	0	0.31872287	0.8685545
Q9UGU0	Q8WXI9	1	0.60212594	0.95828116
P13010	P61513	0	0.59910774	0.96071064
Q9H6H4	Q06432	1	0.5499958	0.9900017
Q9UBS4	Q9H3N1	1	0.5276754	0.99693626
Q96MF4	Q7Z2T5	1	0.72510916	0.79730344
Q15022	Q9H9B4	1	0.2760246	0.7993401
Q9Y6B7	Q9H609	1	0.22143379	0.6896035
Q5T3I0	P42766	1	0.8580175	0.48729387
Q92766	Q9BX68	0	0.32264376	0.87417907
P61244	P25490	1	0.4890078	0.9995166
Q9H9D4	O75376	0	0.41778043	0.9729598
Q13951	P55774	0	0.4556033	0.99211574
P08913	P08588	1	0.5077973	0.9997568
Q9H2F3	P16615	1	0.7404288	0.76877594
Q9UGI8	O75569	0	0.5342648	0.9953037
Q9UI09	P17568	1	0.7614016	0.7266768
Q86U44	O60583	0	0.29984573	0.8397531
P01160	O15240	1	0.7794053	0.6877307
Q9P0U4	Q9UBL3	1	0.5914315	0.96656114
Q92905	Q9C002	0	0.39828077	0.95861286
Q9NVM6	P03905	0	0.3805493	0.9429261
Q92560	Q13887	1	0.1839251	0.6003867
Q8WTR4	Q6PEX3	1	0.5693139	0.98078233
P13010	P61247	0	0.569403	0.9807329
Q9NZF1	Q92905	1	0.51512235	0.99908525
O95273	Q9BUY5	0	0.47336087	0.9971614
Q3KNW5	P15172	0	0.1504331	0.51121193
Q8IY37	P57739	0	0.05059049	0.19212437
O00488	Q8IWL3	0	0.38654402	0.948511
Q9UHB6	Q92905	0	0.54753053	0.9909634
P01106	Q6NUT3	0	0.24468665	0.7392604
Q17RN3	Q01658	1	0.5522747	0.9890694
O15374	P54132	0	0.31250644	0.85938466
O15218	Q15477	1	0.6476787	0.912764
Q05516	P50052	1	0.072343126	0.2684384
A2A3N6	Q8WUB2	1	0.34986237	0.9098348
O94761	Q9NV56	1	0.3814438	0.9437777
P29371	P54707	1	0.6739012	0.8790335
P35244	Q15042	0	0.5861552	0.97030914
Q8NCK7	O75683	1	0.20553873	0.6531702
Q9NR77	Q96SK2	1	0.5338517	0.9954163
O95670	Q8N490	0	0.45751286	0.9927794
O14880	Q9Y3S2	0	0.08634796	0.31556797
Q08211	Q969S3	1	0.57646483	0.9766125
Q5H9K5	Q9Y3S2	0	0.32961223	0.883872
Q9NPI1	P67870	0	0.5469993	0.99116427
P62805	O00574	0	0.089676596	0.3265388
P61081	Q15008	1	0.45636135	0.99238265
Q5BKX6	Q9UQR1	0	0.29908648	0.8385351
Q8WVK2	Q12906	0	0.42698586	0.9786757
Q9BUQ8	Q04837	0	0.5178645	0.99872345
Q06136	Q8N5I4	0	0.5537702	0.9884351
Q8N5K1	Q9HCP6	1	0.715421	0.81437516
P18621	P82912	1	0.82769454	0.57046515
Q2QGD7	Q8N4T8	1	0.5588019	0.98616934
Q9UFB7	Q7L2E3	1	0.5759113	0.97694993
Q96DT0	O95786	0	0.72092843	0.80476254
O95785	P30519	0	0.28740704	0.8192169
P61073	P15374	0	0.7951227	0.65161043
O43167	Q96BR9	1	0.4129956	0.969721
Q9BTM9	P26196	1	0.5567816	0.9871034
P62891	O95786	0	0.44654277	0.9885694
P41002	Q9BVJ6	1	0.59458035	0.9642182
O60885	Q16763	1	0.34270644	0.90103495
Q16795	O95182	1	0.5912685	0.9666802
O95994	Q9ULU4	0	0.3087758	0.8537333
Q9NRH3	P49368	1	0.5870556	0.96968526
P18621	Q969J2	0	0.16598856	0.55374545
Q8IXB1	Q3ZAQ7	0	0.8151937	0.6026117
O75947	P82930	0	0.54902357	0.9903868
Q8N1F7	Q96CB8	0	0.30210933	0.8433571
Q15022	Q09161	1	0.4840671	0.99898463
P10809	Q9UGI8	0	0.19339399	0.623971
Q9H244	Q8N6T7	0	0.6599469	0.89766794
Q9UJV9	Q1KMD3	1	0.6298849	0.9325197
P51685	Q92583	1	0.7784304	0.68990606
Q92905	O00178	1	0.5357785	0.9948796
O43474	P39019	1	0.60680777	0.9543684
Q6NUN9	Q92522	1	0.63647246	0.92550105
Q5VWG9	Q92830	1	0.42995617	0.9803754
Q9H0W5	O75643	1	0.5606764	0.9852735
Q16650	P0C5Z0	0	0.3516133	0.9119256
O75569	O95625	1	0.539821	0.9936572
Q04941	Q96SK2	0	0.44938353	0.98975194
Q12792	Q8NBS9	1	0.52423316	0.99765104
P01215	O60885	0	0.40079546	0.9606338
Q96HE9	Q7L2E3	1	0.53914076	0.993872
Q9P2K2	P82979	0	0.6388544	0.92287785
O14628	P01308	0	0.22030148	0.6870749
Q9NX58	Q92889	1	0.37958547	0.94200134
P35520	P24863	0	0.5318117	0.99595207
Q9H1C4	P04844	1	0.73654604	0.7761839
P24863	Q9UHR6	0	0.4753822	0.9975759
Q2WGJ6	Q2TBE0	0	0.5387333	0.99399894
P61513	Q9BRJ6	1	0.6682166	0.88681275
Q92633	Q9NZI7	0	0.5255422	0.9973904
Q9BUG6	Q8IZ40	1	0.49493864	0.9998976
Q9C009	Q9H1A4	1	0.527448	0.99698645
P62805	Q13485	1	0.21490294	0.67487866
Q96EY1	O43615	1	0.7300464	0.78831464
P41595	P21731	1	0.5672762	0.9818957
O43257	O95619	1	0.5584943	0.98631364
O76003	Q9BUY5	1	0.47668812	0.99782616
Q5JX71	Q9BQJ4	1	0.5536417	0.9884903
Q8WUU5	P51610	0	0.50960326	0.9996311
Q86XP3	A0PJY2	0	0.20017177	0.64041215
P54253	Q7Z570	1	0.48598564	0.9992144
P15374	P54886	1	0.7525557	0.74486244
Q9NVM6	Q56P03	1	0.494099	0.99986064
P29083	Q96C00	1	0.2060019	0.65426046
O43290	O75081	0	0.11357678	0.40270838
P54274	Q14145	1	0.28273296	0.8111801
Q9UBW7	Q9C086	0	0.49406704	0.99985915
P25791	P13010	0	0.5811453	0.9736618
P13667	P04844	1	0.86012745	0.48123288
Q04446	P35244	0	0.45578605	0.9921805
P39748	O75643	0	0.53137225	0.9960631
Q8TBM8	P30040	1	0.493612	0.9998368
P02778	Q14202	0	0.45011047	0.9900442
Q96IJ6	Q92917	1	0.5050917	0.9998963
O60216	Q9NV12	0	0.18953386	0.6144431
Q96E52	Q9Y6M7	0	0.61554575	0.94659674
Q9BYS1	Q5T749	1	0.6275163	0.93495834
Q8N239	P54277	1	0.5027101	0.9999706
Q92793	Q00403	1	0.5134857	0.9992725
Q9UIH9	Q9GZR7	1	0.63622034	0.92577606
O60884	Q14592	1	0.5068166	0.99981415
O00230	Q92847	1	0.5812555	0.9735902
Q8TCT7	O95427	1	0.8281574	0.5692508
Q15800	Q9Y3C7	0	0.62357694	0.93891495
P35268	Q99714	0	0.6038182	0.9568871
P37275	Q66K89	1	0.6003965	0.95968217
Q9UHF7	P10071	0	0.4137972	0.9702763
P13667	O75626	0	0.31191686	0.858499
P62851	Q96FI4	0	0.5233054	0.9978274
P51460	Q9UBB5	1	0.47543186	0.99758565
P63173	P62266	1	0.65263253	0.90681326
Q8IV13	Q2VPB7	1	0.63090354	0.93145704
O75467	Q12857	0	0.3059154	0.8493247
O75953	P63208	0	0.551764	0.98928195
Q9ULU4	Q9UBB5	1	0.51906985	0.99854535
Q14562	Q9UGU0	1	0.27357343	0.7949241
Q9NZC7	Q99459	1	0.35265344	0.913156
P62266	P24385	0	0.082091734	0.3014107
Q5T9L3	Q9C0D9	0	0.80565447	0.6263014
Q8TDZ2	P00403	0	0.3365814	0.89317745
O15255	P02778	0	0.5341418	0.99533737
P01106	O95600	0	0.573176	0.9785811
P61513	P62851	1	0.6422996	0.9190033
P29083	Q15596	0	0.18573458	0.604949
Q9NPI1	Q6P158	1	0.54857445	0.9905621
Q9Y5Q6	Q495W5	1	0.8765979	0.43269613
Q7L2E3	P57739	0	0.09584823	0.3466454
Q9BXW4	Q8NEB9	1	0.5953736	0.96361554
P00491	Q6P4A7	0	0.59087145	0.9669695
Q9NYW3	Q9NX58	0	0.34060317	0.8983706
O15514	Q9Y2Y1	1	0.5047597	0.9999094
Q04864	Q96T23	0	0.41238108	0.96929175
Q9Y3I1	Q04837	1	0.61055034	0.9511145
O95273	Q96IK5	0	0.5164024	0.99892384
Q9UDW1	Q03135	0	0.8031028	0.6325148
Q9UIH9	Q9NRX2	1	0.50630766	0.99984086
P53384	Q9NR09	0	0.41299275	0.969719
O95670	Q96MX3	0	0.118011914	0.4163404
Q9NR28	Q7KZN9	1	0.9286858	0.264914
Q15942	P62633	0	0.457765	0.9928649
Q96DR5	P49407	0	0.4618921	0.9941911
P55197	Q9NV70	1	0.5012572	0.9999937
Q9H300	Q99909	0	0.07506894	0.2777344
Q9ULD4	Q9UEG4	1	0.4921775	0.9997552
Q9NRC8	Q9UQ35	1	0.34311602	0.90154964
Q96N64	P15923	0	0.46137655	0.9940329
Q9Y320	O75190	0	0.49907297	0.99999654
Q8NES3	P78371	1	0.59823877	0.9613966
O00624	Q9BSR8	1	0.86948997	0.45390865
Q8TAE8	Q16514	0	0.20052703	0.6412638
Q13253	Q8WVZ9	1	0.45855725	0.99312997
O95793	Q9H7N4	1	0.46136856	0.9940305
P25440	Q68CP9	1	0.4411685	0.9861554
Q86VZ1	O43156	1	0.71046317	0.822821
O95274	O14880	0	0.8690196	0.45529807
P56270	P01100	1	0.41909647	0.9738185
Q15005	Q96B49	1	0.5667264	0.9821904
Q96C86	Q9H1C4	0	0.3687496	0.9310933
Q9BQA5	Q96HH4	0	0.23956451	0.72869337
P63279	Q9GZR7	1	0.36872283	0.93106526
Q96BI3	P57086	1	0.37439886	0.93689746
Q92905	Q9UJA5	0	0.55060184	0.98975784
Q9C0K0	Q9H3Q3	0	0.32690364	0.8801506
P35270	Q9BX68	1	0.6712943	0.8826331
P30556	Q8TDZ2	0	0.6167365	0.94549036
Q8N6T7	O43524	1	0.26785606	0.78443676
P29083	P19447	1	0.5042809	0.9999267
P04844	Q9Y6M7	1	0.5599095	0.9856434
Q9BU76	P47929	1	0.21118242	0.6663376
P49711	Q08211	1	0.6543865	0.9046592
Q08257	Q6IAA8	0	0.46138102	0.9940343
Q86UK7	Q99832	1	0.50620186	0.99984616
Q9NWS0	P15954	0	0.43542102	0.98331827
Q32P28	Q15631	1	0.5697514	0.98053896
Q8N8B7	Q9UNL4	0	0.55615586	0.98738605
Q3SXM5	P17987	0	0.5298591	0.99643373
Q99459	Q9Y421	0	0.72425175	0.79884464
Q5VVQ6	P24385	0	0.41687113	0.97235835
P30519	Q13423	1	0.7779471	0.69098157
Q14241	P52435	1	0.3670867	0.92933625
Q9UBS3	O95793	0	0.5612309	0.9850031
Q9H2F3	O75396	1	0.49125147	0.9996939
P01308	Q9BU23	1	0.899674	0.36104277
Q71U36	O14880	0	0.7322202	0.78429514
P14635	P51946	1	0.5978388	0.9617103
Q5BKZ1	Q9BYV9	0	0.23469754	0.7184584
P55085	O75947	0	0.50425744	0.9999275
P06746	Q96EB6	0	0.26344946	0.7761754
Q5VVX9	P02753	1	0.3584472	0.9198512
Q6P1W5	O00303	0	0.50003326	1.0
Q9BZ95	Q9NRC8	0	0.50909317	0.99966925
O43167	P08195	0	0.35020706	0.9102483
Q9GZM5	O14683	1	0.8888248	0.39526105
Q16254	P49327	0	0.5967704	0.96254194
Q16635	Q6Y288	1	0.54354125	0.9924166
Q8IY95	P02786	1	0.6965842	0.8454186
P50990	P61073	0	0.09732551	0.35141304
Q8TDT2	P26678	1	0.4891553	0.99952954
P15336	P49368	1	0.49803495	0.99998456
O75569	Q92793	0	0.57813984	0.97557664
Q9BQ15	O75593	0	0.33798522	0.89500487
Q9Y2T7	Q7Z7H8	1	0.47368646	0.9972304
Q9H6H4	O43193	0	0.5256306	0.99737227
O14842	P49327	0	0.8052588	0.62726825
Q9H5J0	Q9UJP4	1	0.59433043	0.9644071
P62424	P30519	0	0.20671453	0.6559345
Q9C0C9	P83876	0	0.5468918	0.9912046
Q96KM6	Q12830	1	0.5861014	0.9703462
Q9BQC6	Q12857	0	0.40994388	0.9675596
O75683	Q9NY93	1	0.44101527	0.98608327
Q9NPI1	Q08211	1	0.5477104	0.99089485
Q9BX68	Q8NCK7	0	0.5056364	0.9998729
P01100	P56279	1	0.46323597	0.9945936
Q9GZR5	P49005	0	0.5690667	0.9809192
P55317	Q8TD20	0	0.12912567	0.44980893
Q92993	Q12857	0	0.48688185	0.9993117
Q7Z3K3	Q9ULD4	0	0.49551013	0.9999194
Q9C0J9	O15055	1	0.52556866	0.99738497
Q8WXX5	P62888	0	0.5736033	0.97833025
P63220	P62847	1	0.5445434	0.9920635
Q8WXX5	Q96EB6	1	0.46649355	0.99550927
Q16637	O75593	0	0.38920924	0.95090157
Q9Y6M5	Q9Y2Z2	0	0.48769122	0.999394
Q2KHR3	Q9UL40	0	0.50543123	0.999882
P51685	P78423	1	0.6964625	0.8456099
Q96FI4	P49711	1	0.56342024	0.9839115
P62750	Q49A26	1	0.580351	0.97417486
Q9NVQ4	Q6NUN9	0	0.26062426	0.770797
Q8NHW3	Q92560	0	0.59748006	0.96199054
Q8N6T7	Q9Y221	1	0.6759444	0.8761743
P30040	Q13330	0	0.27990976	0.80624115
Q9UI95	P62805	0	0.49460772	0.9998838
P04844	Q8TAA9	1	0.54642737	0.991378
O60885	Q01664	1	0.3396955	0.8972099
O15218	Q5VW38	1	0.83028364	0.56365085
Q9H300	O00746	1	0.8514685	0.5058796
Q9Y483	Q8WUU5	1	0.6600474	0.8975393
Q13323	Q06432	1	0.54463744	0.99203
Q86TJ2	Q15554	1	0.5614431	0.984899
O94761	Q9H2U1	1	0.6503057	0.9096328
Q96C55	Q6P158	1	0.6379512	0.9238779
Q96HR3	P07510	0	0.35365278	0.91432995
Q9NWS8	O60762	0	0.63301814	0.9292247
Q9Y2U9	O95994	0	0.3934586	0.95459574
P07858	Q5T4S7	1	0.4696466	0.99631476
Q7Z3K3	Q6PI26	0	0.5402271	0.9935271
Q92993	Q9UBD0	0	0.4531599	0.991224
Q9Y5R8	P01106	0	0.20179316	0.6442907
P07737	Q49MG5	1	0.26592162	0.7808293
P23769	P15822	1	0.5644968	0.98336065
Q13162	Q16740	1	0.7834653	0.67858964
Q8IVM8	O95786	0	0.5180506	0.9986967
P0DPB6	P52435	1	0.6070752	0.9541396
O15446	Q9Y2R4	1	0.55172986	0.9892961
Q9NTG7	O75683	0	0.22417308	0.69567806
Q969J2	Q6R2W3	1	0.59262383	0.9656833
Q9BUJ2	Q1KMD3	1	0.6871283	0.859932
P46013	Q9H2U1	1	0.54021215	0.99353194
Q9ULD4	O15015	1	0.40820587	0.96629536
Q12962	O00574	0	0.09180849	0.33351877
Q6R327	Q16594	0	0.4855385	0.9991635
P09622	Q9GZZ1	1	0.20823093	0.65948325
P17010	P39019	0	0.73338705	0.78212196
Q92499	P40429	0	0.7369193	0.775477
Q8N5A5	Q9BUQ8	1	0.6465076	0.9141421
Q9Y3E0	Q969M3	1	0.80352944	0.6314795
Q92841	Q92522	0	0.44718465	0.9888421
P51003	Q8NCK7	0	0.255949	0.76175636
Q9NR12	P42166	0	0.5052565	0.9998895
Q9Y5T4	Q9BSJ5	1	0.26712063	0.78306884
O00175	O95274	0	0.77416897	0.6993255
Q9H6D3	O60885	0	0.1804103	0.5914497
Q9H1A4	O95997	1	0.22426479	0.69588035
Q8NFD5	P20309	0	0.09342526	0.3387879
Q8IYL3	Q01831	1	0.4593056	0.99337584
Q96NC0	Q96EB6	1	0.19203448	0.62062895
Q9NRC8	P05388	1	0.585376	0.97084373
Q9Y6E7	P82650	1	0.7370631	0.7752043
P49327	P27449	0	0.7239131	0.79945177
Q99750	Q92993	1	0.38216716	0.9444617
Q9UBS4	Q03135	0	0.461326	0.9940173
Q99459	Q16540	0	0.513583	0.99926203
Q9NZB2	Q9UBB9	1	0.6020016	0.95838267
O75569	P62424	1	0.57663625	0.97650754
P02724	P62424	0	0.581989	0.9731112
P10176	P45880	1	0.740407	0.7688179
P21675	P26373	0	0.7143594	0.8162002
Q13129	Q15648	0	0.5235784	0.9977762
P62847	O95997	0	0.34593317	0.9050536
P41002	Q9NR12	1	0.6226023	0.9398747
O60885	Q9Y618	1	0.5663116	0.9824111
Q9NR77	Q9BU23	1	0.88943404	0.39336452
Q99459	P62495	1	0.467123	0.99567634
Q8N6T7	Q9NY93	1	0.64822674	0.91211534
Q86VZ6	Q92993	1	0.5967687	0.9625433
P01106	Q9Y450	1	0.47984093	0.99837446
Q9Y2K1	Q8WWB5	1	0.5667093	0.9821995
Q9NSD4	Q96EG3	1	0.41213956	0.96912223
Q7Z2T5	P47929	0	0.26755762	0.78388214
Q9NV56	P30556	0	0.16425918	0.5491124
O95183	Q9NPA1	0	0.7802883	0.68575394
Q96JP5	Q8NEW0	0	0.15661545	0.5283482
Q9Y3S2	P51608	1	0.4592801	0.9933675
P10809	O94953	0	0.18014215	0.5907638
O43520	Q01469	1	0.45420212	0.9916102
Q9NPD7	P48167	1	0.65141404	0.90829515
Q13323	Q04941	1	0.5536042	0.9885064
O43257	P35244	0	0.47063872	0.99655163
Q8TDT2	P42766	0	0.48501527	0.9991018
Q9BVJ6	P09234	0	0.20266198	0.6463604
Q3YBM2	P80188	1	0.6761482	0.8758873
P62750	Q6IQ21	1	0.48739648	0.9993646
Q9P1U0	Q8IY95	0	0.47861573	0.9981708
P01584	Q96C55	0	0.37340337	0.9358932
Q13838	Q9Y6H6	0	0.17467494	0.57665443
Q5SSJ5	Q96EB6	0	0.55833447	0.9863884
Q68E01	Q9NRY2	1	0.35751483	0.9187919
O15235	Q16540	1	0.8565804	0.49140173
P62854	P62701	1	0.9202008	0.29372507
P62888	Q9H6H4	0	0.27227592	0.79256696
Q8WWR8	P13284	1	0.2896903	0.82307935
P22234	O75643	0	0.45240024	0.9909371
P61081	O75643	1	0.4455314	0.9881327
Q92905	Q969V3	1	0.3510705	0.91128
P41002	O60884	1	0.61425555	0.9477827
P25105	Q8TB61	0	0.862299	0.47495767
P15313	O75165	1	0.5774761	0.9759898
Q04837	P04844	0	0.7932928	0.6559173
O95786	Q8WY41	0	0.487199	0.9993445
O14842	Q15800	1	0.7996191	0.6409136
Q08211	Q8IWL3	0	0.3659075	0.9280768
Q9Y2Q3	Q8N0Y2	0	0.2689662	0.78649354
P45880	Q6UW68	1	0.6532319	0.9060799
P51610	Q5T619	0	0.42499933	0.97749954
Q99459	Q5T4S7	0	0.45090002	0.99035674
O94761	Q12905	1	0.5375222	0.9943683
P61296	Q0D2K3	1	0.4593775	0.9933992
Q13887	P61513	1	0.71176434	0.82062346
P49711	P62266	1	0.8504523	0.50873274
P51685	P18621	0	0.5135799	0.99926233
P15172	P62854	0	0.38271987	0.9449815
Q96FW1	P54707	0	0.56279033	0.9842295
Q96DZ7	Q9UKR5	1	0.8993114	0.36220154
Q9Y320	P23763	1	0.5272132	0.99703777
Q16635	Q9BV94	1	0.60529625	0.9556508
P30411	P01042	1	0.7868787	0.6708024
Q96JF0	O43653	1	0.2661098	0.78118145
O14880	Q7L2E3	1	0.20351076	0.6483765
Q9ULD4	Q99742	0	0.46707016	0.9956625
Q15942	Q96KM6	1	0.39748728	0.9579646
Q96KC8	O75362	0	0.2531195	0.7562001
Q9BTC0	P54253	0	0.37646326	0.93895465
P62805	P54132	1	0.53490674	0.99512607
P16615	Q14191	0	0.2855236	0.8159995
O60266	P01106	0	0.2101434	0.6639326
Q8IV16	Q96EC8	0	0.85577273	0.49370304
Q96I36	Q8N5Y8	0	0.8276447	0.5705958
Q9Y678	P02775	1	0.25790614	0.76556224
